BIN	Q1_25	Q1_5	Q2	Q5	Q10	Q25	Q50	Q100	Q200	Q500
3325060	224	273	343	542	695	903	1081	1259	1445	1715
3325090	224	273	343	544	698	908	1088	1267	1455	1727
3325150	174	209	258	397	502	645	767	887	1013	1194
3325160	223	273	344	551	712	936	1130	1325	1531	1833
3325190	17	22	28	49	65	88	108	128	149	181
3325200	219	263	325	499	631	808	959	1108	1263	1487
3325210	244	294	365	562	711	911	1081	1248	1423	1674
3325220	151	182	226	350	443	568	674	779	888	1046
3325230	365	438	541	828	1042	1333	1579	1821	2074	2438
3325250	795	933	1125	1642	2015	2513	2929	3332	3752	4345
3325280	434	519	639	971	1217	1550	1831	2107	2396	2808
3325350	3431	3809	4305	5496	6249	7223	8009	8718	9451	10431
3325360	106	132	169	282	372	496	604	714	830	1001
3325380	191	236	300	491	641	849	1029	1212	1405	1687
3325390	127	160	210	364	489	666	821	980	1151	1404
3325400	1000	1235	1576	2599	3412	4561	5561	6582	7676	9285
3325410	583	721	919	1509	1975	2629	3195	3770	4383	5283
3325440	607	750	956	1571	2056	2735	3324	3923	4562	5498
3325450	145	186	247	440	601	832	1038	1253	1484	1832
3325470	738	877	1074	1626	2042	2610	3096	3577	4082	4809
3325500	339	426	554	949	1270	1726	2127	2541	2985	3645
3325510	208	263	343	589	787	1067	1311	1561	1828	2223
3325550	154	182	221	328	405	508	593	676	761	882
3325560	481	567	686	1012	1252	1575	1848	2114	2392	2787
3325570	402	477	583	877	1097	1394	1647	1896	2156	2530
3325580	179	215	267	411	521	670	797	923	1054	1244
3325590	795	917	1085	1524	1835	2245	2588	2915	3253	3727
3325620	167	203	254	401	515	673	808	944	1088	1297
3325670	983	1132	1331	1833	2169	2600	2950	3274	3608	4065
3325700	160	196	249	401	517	676	810	945	1086	1291
3325750	475	563	686	1016	1251	1561	1817	2063	2319	2677
3325760	368	428	509	715	853	1029	1171	1303	1439	1624
3325770	872	1004	1181	1627	1924	2304	2612	2897	3190	3591
3325780	339	408	504	770	964	1222	1438	1648	1867	2178
3325790	336	396	478	694	844	1039	1197	1348	1503	1719
3325800	102	130	170	294	395	539	665	796	935	1143
3325830	84	105	136	228	301	401	487	574	667	802
3325850	64	81	106	180	241	324	397	472	550	667
3325860	312	386	494	817	1074	1433	1745	2062	2400	2896
3325870	215	263	333	533	686	896	1074	1252	1439	1710
3325880	798	954	1171	1774	2219	2818	3322	3816	4334	5071
3325890	221	269	337	530	675	871	1036	1200	1372	1618
3325910	802	959	1179	1790	2241	2851	3364	3867	4395	5147
3325930	50	64	84	146	197	269	331	396	465	567
3325940	22	28	37	65	87	119	146	174	204	248
3325950	88	112	149	263	359	496	618	745	881	1085
3325980	337	398	482	710	875	1096	1281	1460	1646	1910
3326030	404	504	649	1091	1450	1960	2409	2871	3366	4102
3326040	1744	1907	2117	2584	2858	3203	3477	3713	3956	4273
3326050	190	234	296	478	620	816	983	1152	1330	1590
3326060	1986	2187	2448	3048	3410	3870	4237	4560	4892	5329
3326080	1133	1397	1777	2915	3814	5081	6182	7303	8503	10264
3326090	1129	1393	1773	2914	3816	5090	6197	7326	8534	10309
3326110	192	228	280	420	524	661	777	889	1006	1173
3326120	483	563	674	969	1180	1461	1695	1920	2153	2481
3326130	648	795	1009	1639	2135	2830	3431	4042	4692	5645
3326140	712	873	1104	1785	2320	3067	3715	4370	5068	6089
3326160	639	788	1003	1645	2154	2870	3492	4127	4804	5800
3326170	638	784	995	1620	2112	2802	3400	4007	4654	5602
3326180	1082	1299	1608	2494	3174	4116	4926	5738	6597	7843
3326220	181	224	286	472	619	824	1002	1183	1374	1655
3326230	602	973	1516	3671	5756	9337	12856	16939	21922	29843
3326260	137	162	193	266	313	371	413	452	494	544
3326280	170	210	259	384	468	574	654	731	814	918
3326300	942	1100	1290	1762	2076	2474	2767	3049	3360	3741
3326310	338	398	470	650	768	916	1024	1127	1238	1375
3326330	621	724	848	1152	1351	1600	1781	1953	2143	2372
3326350	19	22	27	36	42	48	52	56	60	64
3326360	834	974	1145	1566	1846	2200	2459	2709	2985	3321
3326370	3530	4123	4888	6840	8187	9976	11290	12632	14092	15982
3326420	3312	3876	4604	6453	7723	9409	10645	11908	13277	15050
3326430	340	401	474	655	774	922	1030	1133	1245	1381
3326470	69	80	93	126	147	173	191	208	226	248
3326510	132	157	187	259	305	361	401	439	479	527
3326520	859	1017	1217	1727	2073	2525	2859	3192	3552	4010
3326530	130	153	182	252	296	350	390	427	466	513
3326560	947	1119	1335	1886	2260	2747	3106	3464	3852	4344
3326580	167	198	236	328	387	460	512	562	615	679
3326590	293	485	769	1901	2988	4849	6674	8779	11325	15368
3326600	2566	3035	3642	5195	6263	7687	8735	9809	10965	12476
3326610	208	243	285	386	450	529	586	639	696	764
3326650	299	354	420	583	691	825	924	1018	1120	1244
3326660	331	392	466	649	769	921	1032	1138	1254	1395
3326690	301	352	414	561	656	772	856	935	1020	1122
3326700	241	288	345	486	578	693	778	859	946	1052
3326720	359	421	496	681	800	950	1058	1161	1274	1409
3326730	229	270	319	441	520	619	692	760	835	924
3326740	282	330	388	529	621	735	818	896	980	1082
3326760	367	430	506	695	817	970	1082	1188	1303	1443
3326800	240	287	344	484	576	691	776	857	943	1050
3326810	344	405	479	659	776	921	1026	1126	1234	1366
3326820	149	177	211	293	345	410	456	500	546	602
3326840	166	194	227	306	355	414	456	495	537	586
3326850	641	764	917	1301	1556	1884	2125	2363	2618	2941
3326860	396	486	613	981	1264	1652	1983	2314	2664	3170
3326890	75	90	112	169	210	262	305	346	389	448
3326910	1039	1209	1418	1935	2277	2713	3030	3340	3678	4097
3326930	3505	4158	5069	7641	9561	12211	14465	16701	19064	22453
3326940	1049	1224	1440	1976	2330	2784	3115	3439	3791	4230
3326950	29	34	43	64	79	97	112	126	140	160
3326980	1399	1688	2095	3253	4122	5312	6319	7319	8375	9890
3326990	801	940	1112	1534	1810	2160	2415	2663	2931	3264
3327000	2392	2864	3522	5384	6768	8665	10267	11853	13528	15922
3327030	118	142	175	264	327	408	475	539	605	698
3327040	1034	1209	1425	1962	2318	2774	3108	3435	3790	4234
3327050	1433	1729	2146	3332	4221	5441	6473	7498	8581	10134
3327070	631	755	908	1295	1553	1886	2131	2373	2632	2962
3327080	225	376	605	1564	2530	4240	5966	8006	10519	14599
3327110	81	98	121	182	225	280	325	368	412	474
3327240	2927	3464	4209	6281	7799	9870	11613	13325	15128	17692
3327250	2939	3481	4233	6325	7862	9959	11725	13462	15291	17893
3327260	2707	3211	3910	5860	7297	9259	10913	12541	14257	16700
3327270	159	193	240	369	464	590	694	796	902	1051
3327280	400	489	617	986	1268	1656	1987	2317	2665	3170
3327290	649	787	982	1539	1960	2534	3020	3504	4013	4745
3327300	596	725	910	1439	1843	2396	2867	3337	3833	4549
3327310	2715	3220	3921	5877	7318	9285	10944	12576	14296	16746
3327320	656	794	988	1540	1954	2518	2994	3467	3963	4676
3327330	1445	1742	2159	3346	4235	5451	6480	7501	8578	10123
3327340	652	788	981	1526	1935	2490	2960	3425	3914	4615
3327350	93	121	161	297	417	610	796	1007	1261	1668
3327360	1310	1583	1967	3061	3883	5009	5963	6909	7909	9345
3327390	769	934	1167	1837	2346	3045	3639	4231	4856	5758
3327400	294	360	456	730	939	1224	1465	1705	1958	2322
3327410	338	416	528	854	1105	1449	1743	2038	2349	2800
3327420	407	497	624	988	1263	1637	1955	2270	2601	3078
3327430	338	421	542	907	1199	1610	1967	2333	2723	3298
3327440	74	93	122	211	284	385	474	565	662	806
3327450	959	1140	1390	2073	2563	3217	3760	4286	4835	5609
3327460	316	391	498	810	1053	1387	1673	1961	2265	2707
3327470	227	284	367	617	817	1096	1339	1586	1849	2236
3327480	231	279	345	524	653	822	960	1094	1233	1428
3327490	226	276	346	546	694	893	1060	1224	1395	1640
3327500	198	242	302	472	596	761	898	1031	1170	1368
3327510	202	247	310	487	618	793	939	1081	1231	1443
3327520	397	486	615	988	1274	1666	2002	2337	2691	3204
3327539	389	478	604	971	1252	1636	1964	2291	2637	3136
3327540	852	1032	1288	2030	2603	3399	4084	4773	5503	6565
3327560	377	463	586	941	1215	1590	1910	2231	2569	3059
3327570	128	157	199	320	411	534	637	739	846	1000
3327590	1286	1524	1855	2768	3435	4336	5092	5832	6607	7707
3327600	1119	1337	1642	2499	3139	4013	4754	5487	6258	7363
3327630	266	329	420	691	904	1202	1459	1719	1996	2402
3327640	616	749	940	1495	1926	2523	3038	3556	4105	4905
3327650	615	749	941	1499	1933	2537	3057	3581	4137	4947
3327660	439	535	672	1073	1384	1814	2185	2558	2952	3527
3327690	414	507	639	1022	1315	1717	2059	2400	2760	3281
3327700	412	505	637	1019	1312	1712	2053	2393	2752	3272
3327720	123	153	195	317	410	538	646	755	868	1033
3327760	1249	1512	1886	2971	3806	4966	5964	6966	8030	9575
3327770	1007	1204	1479	2242	2800	3552	4181	4797	5442	6357
3327780	117	144	182	288	366	471	558	643	732	858
3327800	204	255	329	554	733	985	1203	1426	1664	2014
3327820	761	923	1154	1815	2316	3004	3589	4172	4787	5674
3327830	725	887	1119	1796	2320	3047	3670	4298	4965	5933
3327840	891	1073	1331	2069	2632	3408	4071	4734	5434	6447
3327850	124	156	201	339	449	601	733	868	1010	1220
3327860	1051	1275	1590	2497	3184	4129	4933	5735	6583	7805
3327870	167	211	276	476	639	871	1074	1283	1508	1841
3327880	22	27	35	57	75	98	117	137	157	186
3327890	1063	1295	1626	2599	3360	4424	5346	6279	7272	8723
3327900	2598	3089	3774	5695	7119	9070	10720	12348	14066	16519
3327920	8	10	13	24	32	44	54	65	76	93
3327930	517	622	769	1183	1491	1908	2259	2605	2968	3487
3327940	1513	1803	2210	3351	4202	5366	6352	7326	8352	9821
3327950	1739	2087	2580	3995	5076	6576	7863	9151	10517	12494
3327960	3504	4171	5105	7768	9776	12561	14941	17313	19828	23449
3327970	1241	1491	1844	2851	3614	4666	5563	6458	7403	8766
3327980	1353	1621	1998	3070	3878	4988	5934	6875	7867	9296
3327990	1657	1993	2469	3844	4899	6367	7628	8895	10238	12187
3328000	430	518	643	991	1250	1601	1897	2189	2494	2931
3328010	169	209	266	433	561	737	887	1037	1195	1424
3328020	156	194	248	407	532	702	849	996	1151	1378
3328030	663	807	1013	1609	2069	2706	3253	3802	4384	5229
3328040	129	160	204	334	436	575	695	815	942	1126
3328050	377	464	589	953	1236	1626	1961	2297	2654	3172
3328060	196	242	306	493	636	831	996	1161	1335	1585
3328080	133	166	213	352	461	611	740	871	1008	1209
3328090	1899	2275	2804	4320	5472	7068	8434	9799	11244	13332
3328110	1895	2272	2803	4328	5490	7101	8482	9863	11326	13442
3328130	1238	1488	1841	2850	3616	4672	5573	6473	7423	8794
3328150	2007	2408	2971	4576	5785	7450	8866	10275	11766	13909
3328160	1701	2060	2569	4049	5187	6771	8131	9500	10953	13063
3328190	69	86	112	185	243	323	391	460	533	639
3328210	2031	2447	3034	4725	6010	7792	9315	10838	12454	14788
3328220	123	152	196	324	424	564	683	804	932	1119
3328290	2537	3020	3693	5585	6990	8915	10544	12154	13852	16280
3328310	6835	8005	9617	14105	17396	21926	25759	29529	33510	39175
3328320	1020	1227	1521	2361	3002	3887	4644	5401	6201	7358
3328340	737	897	1124	1785	2296	3004	3613	4226	4875	5820
3328350	164	204	262	435	572	763	928	1096	1274	1535
3328360	5922	6949	8367	12315	15210	19192	22557	25868	29363	34337
3328390	4435	5249	6379	9561	11924	15181	17945	20680	23572	27708
3328420	820	1000	1259	2019	2616	3450	4174	4907	5687	6828
3328430	503	609	760	1195	1528	1987	2380	2774	3189	3790
3328440	110	136	173	279	362	476	573	671	773	923
3328460	72	90	116	194	256	341	415	489	568	684
3328550	363	445	563	909	1181	1558	1884	2213	2562	3072
3328580	313	382	480	765	986	1289	1550	1812	2089	2491
3328610	211	256	320	498	631	811	963	1113	1270	1494
3328620	876	1056	1311	2042	2601	3373	4035	4697	5396	6410
3328630	626	766	967	1560	2028	2682	3250	3827	4440	5340
3328690	399	492	625	1018	1327	1757	2128	2505	2904	3488
3328700	996	1167	1380	1907	2258	2709	3039	3363	3715	4155
3328710	380	467	592	959	1243	1635	1971	2309	2667	3187
3328720	1053	1228	1444	1977	2331	2782	3112	3434	3784	4220
3328760	1739	2089	2582	4002	5087	6594	7887	9182	10555	12543
3328780	795	964	1204	1898	2431	3166	3797	4429	5097	6067
3328800	782	923	1101	1554	1859	2256	2547	2837	3149	3546
3328810	232	270	316	425	494	578	639	695	756	829
3328840	3460	4110	5019	7593	9524	12194	14469	16730	19123	22560
3328880	61	69	79	103	117	134	145	155	166	178
3328910	150	168	191	245	280	322	351	377	406	439
3328930	444	528	631	883	1048	1255	1405	1549	1705	1894
3328940	429	524	643	963	1191	1493	1725	1955	2207	2530
3328950	200	245	303	457	566	709	818	925	1041	1189
3328960	213	265	330	509	637	807	938	1069	1211	1393
3328970	402	479	573	805	958	1149	1288	1422	1566	1742
3329010	434	513	610	846	999	1190	1328	1459	1601	1773
3329020	420	493	582	795	933	1102	1224	1339	1463	1611
3329030	487	570	672	920	1084	1287	1434	1575	1728	1913
3329040	31	36	42	56	65	76	83	89	96	104
3329050	405	487	587	839	1007	1220	1378	1530	1695	1898
3329080	857	994	1161	1568	1836	2171	2413	2644	2899	3205
3329090	385	458	546	767	912	1094	1228	1356	1495	1664
3329100	418	496	592	827	981	1173	1313	1447	1591	1765
3329150	182	229	288	453	574	736	862	988	1126	1306
3329160	395	467	555	772	914	1092	1221	1345	1480	1643
3329190	1004	1765	2964	8269	13890	24238	35020	48077	64545	91950
3329200	222	259	304	409	474	551	606	656	710	773
3329210	897	1042	1219	1651	1937	2294	2554	2803	3077	3406
3329220	820	950	1109	1495	1749	2064	2292	2510	2749	3036
3329230	273	328	395	563	675	815	919	1018	1124	1256
3329240	123	145	172	235	275	323	357	388	421	460
3329290	150	177	210	288	336	395	436	475	516	564
3329300	207	239	278	372	432	504	555	603	654	714
3329320	196	236	286	418	508	624	710	794	884	996
3329340	222	259	304	408	473	550	605	655	708	771
3329370	157	175	198	253	288	329	358	384	413	445
3329410	200	234	276	374	434	507	558	606	657	716
3329420	407	480	568	786	928	1106	1236	1359	1493	1655
3329430	232	277	331	465	553	664	744	821	904	1004
3329450	47	55	65	88	101	116	126	136	145	156
3329460	95	112	134	185	218	256	283	308	334	364
3329470	392	466	556	780	928	1115	1251	1382	1525	1698
3329510	255	288	329	427	491	568	622	673	728	793
3329540	225	263	308	413	478	556	610	660	714	777
3329550	419	504	608	871	1045	1267	1432	1590	1762	1975
3329560	167	186	211	268	305	349	379	407	438	472
3329570	306	368	443	632	758	918	1037	1151	1274	1426
3329580	204	244	293	416	497	599	674	746	822	916
3329620	274	316	368	490	568	663	730	793	860	939
3329630	290	335	389	517	599	697	767	832	903	985
3329640	194	225	262	351	407	475	522	567	615	671
3329660	233	271	317	423	488	566	620	671	724	787
3329670	408	480	567	784	926	1105	1234	1358	1493	1656
3329680	532	620	728	989	1160	1372	1525	1671	1831	2021
3329700	336	398	474	659	777	924	1030	1130	1238	1368
3329710	2915	5049	8351	22728	37841	65579	94433	129354	173666	247398
3329720	906	1052	1231	1670	1961	2326	2592	2846	3126	3464
3329730	284	318	362	466	534	615	672	725	784	850
3329740	51	60	70	93	106	121	132	141	150	161
3329760	475	557	658	899	1056	1248	1387	1518	1660	1830
3329780	372	474	623	1086	1461	1991	2453	2927	3437	4191
3329800	418	532	701	1226	1653	2261	2791	3338	3927	4799
3329810	297	379	503	900	1237	1728	2170	2635	3140	3905
3329820	157	201	267	471	638	875	1082	1296	1526	1868
3329830	408	517	678	1173	1576	2148	2648	3163	3718	4539
3329840	208	266	352	620	840	1153	1428	1712	2017	2471
3329850	88	114	155	286	397	557	700	849	1011	1254
3329870	215	276	369	663	909	1265	1580	1909	2265	2799
3329880	180	233	313	565	776	1079	1346	1624	1925	2376
3329890	759	961	1258	2180	2928	3997	4932	5896	6937	8479
3329900	230	292	383	663	888	1206	1481	1764	2066	2512
3329910	217	276	363	631	848	1153	1419	1692	1984	2416
3329920	3	4	5	8	10	13	15	18	20	23
3329930	201	257	341	603	820	1129	1402	1684	1988	2441
3329940	267	340	448	783	1057	1447	1789	2142	2522	3085
3329950	268	340	447	778	1048	1430	1764	2108	2478	3026
3329970	832	1007	1251	1931	2425	3085	3633	4166	4726	5517
3329980	1369	1663	2074	3240	4100	5268	6245	7207	8223	9668
3330010	275	345	447	757	1007	1361	1670	1988	2328	2830
3330030	258	321	413	679	884	1163	1399	1635	1884	2243
3330040	222	268	331	501	619	772	896	1013	1135	1303
3330050	216	268	342	556	716	934	1116	1296	1485	1756
3330060	443	555	720	1230	1646	2242	2768	3313	3898	4771
3330070	552	685	878	1462	1933	2601	3186	3787	4431	5384
3330090	452	578	765	1353	1837	2531	3142	3775	4459	5478
3330100	242	312	417	750	1026	1424	1775	2141	2536	3127
3330110	144	187	252	462	638	893	1119	1355	1611	1996
3330130	233	294	385	661	886	1202	1479	1763	2068	2518
3330140	100	127	167	288	387	525	646	769	901	1096
3330160	359	449	581	981	1304	1761	2161	2571	3011	3661
3330170	359	449	580	978	1298	1750	2145	2551	2984	3625
3330180	360	447	575	958	1267	1702	2082	2472	2888	3503
3330190	172	217	282	481	643	872	1074	1282	1504	1834
3330200	254	317	409	689	915	1234	1513	1799	2105	2559
3330210	139	176	232	405	549	754	936	1125	1328	1632
3330220	280	349	451	755	999	1341	1639	1943	2268	2747
3330240	280	350	452	760	1008	1355	1659	1969	2300	2788
3330260	1557	1890	2365	3757	4841	6362	7677	9008	10425	12495
3330270	768	942	1191	1931	2514	3332	4042	4763	5532	6659
3330280	194	244	316	537	716	968	1188	1414	1656	2014
3330290	1144	1386	1731	2729	3497	4562	5476	6394	7368	8781
3330300	253	322	422	727	970	1311	1605	1904	2225	2694
3330310	278	352	459	781	1036	1391	1695	2004	2333	2814
3330330	146	191	259	479	665	935	1176	1429	1704	2118
3330350	1277	1571	1993	3252	4241	5633	6840	8066	9376	11296
3330360	516	637	813	1332	1739	2305	2794	3287	3813	4580
3330390	246	310	403	684	909	1225	1498	1778	2076	2514
3330400	193	244	318	545	727	982	1204	1431	1674	2031
3330420	275	346	449	760	1009	1358	1661	1969	2298	2783
3330430	488	599	759	1229	1596	2105	2544	2987	3457	4143
3330440	457	567	727	1204	1581	2110	2568	3034	3531	4260
3330450	828	1016	1284	2072	2683	3533	4264	5001	5784	6924
3330460	261	329	427	727	969	1311	1609	1915	2242	2725
3330470	398	493	632	1044	1369	1822	2214	2612	3035	3655
3330500	334	417	538	903	1196	1608	1967	2334	2727	3306
3330510	526	656	844	1406	1848	2463	2992	3529	4101	4936
3330520	701	854	1071	1700	2183	2851	3422	3995	4602	5481
3330530	542	675	867	1439	1887	2511	3047	3589	4166	5009
3330540	717	872	1092	1729	2218	2890	3466	4042	4651	5533
3330550	710	863	1082	1713	2198	2865	3436	4008	4613	5489
3330570	497	620	799	1335	1757	2346	2853	3368	3917	4719
3330580	396	496	643	1086	1438	1931	2356	2790	3253	3932
3330590	31	41	56	104	145	204	256	311	371	460
3330600	242	308	407	713	964	1321	1634	1958	2306	2823
3330610	370	466	607	1035	1378	1861	2280	2708	3166	3841
3330620	242	310	410	725	986	1358	1686	2026	2393	2940
3330630	20	27	38	74	105	150	192	235	283	356
3330660	105	135	180	321	437	603	749	900	1062	1304
3330670	278	353	463	804	1085	1485	1837	2201	2593	3177
3330680	486	611	795	1360	1818	2469	3041	3629	4261	5198
3330700	786	995	1303	2267	3062	4208	5223	6278	7420	9125
3330710	1012	1270	1645	2789	3699	4986	6101	7242	8467	10266
3330720	672	852	1119	1956	2648	3647	4532	5453	6450	7941
3330730	103	135	184	344	482	685	867	1060	1270	1590
3330740	10141	11990	14540	21714	26968	34220	40332	46359	52751	61839
3330750	11137	13129	15866	23536	29124	36828	43310	49687	56445	66033
3330760	11577	13593	16351	24017	29552	37152	43524	49762	56364	65691
3330790	6246	7489	9226	14219	17966	23176	27608	32028	36732	43489
3330800	278	356	472	837	1137	1565	1940	2328	2747	3369
3330810	117	152	205	373	514	717	896	1083	1284	1586
3330820	454	570	738	1247	1649	2213	2699	3194	3723	4497
3330830	177	227	301	532	722	993	1230	1475	1738	2130
3330850	555	692	891	1487	1955	2607	3169	3738	4345	5232
3330860	132	170	228	409	559	772	959	1153	1361	1672
3330890	49	66	91	176	251	361	461	568	684	862
3330940	1426	1735	2168	3401	4315	5558	6599	7627	8713	10260
3330950	147	189	252	451	614	846	1050	1259	1485	1820
3330960	174	224	299	532	723	995	1233	1478	1742	2135
3330970	28568	34168	41913	64353	81040	104470	124337	144174	165432	195851
3330980	122	162	222	423	597	853	1082	1325	1590	1993
3331020	148	191	255	459	629	872	1087	1312	1554	1916
3331040	222	284	376	662	895	1225	1512	1808	2125	2595
3331050	190	243	320	560	754	1028	1266	1511	1773	2160
3331070	435	558	742	1322	1799	2483	3085	3708	4383	5388
3331080	253	329	444	814	1124	1575	1974	2391	2845	3526
3331100	778	968	1241	2055	2691	3578	4340	5112	5935	7134
3331120	116	151	203	372	515	721	904	1095	1302	1614
3331140	200	257	342	610	832	1151	1431	1722	2036	2505
3331150	123	159	213	383	525	728	908	1095	1296	1598
3331180	154	197	260	457	618	845	1044	1249	1468	1794
3331190	865	1091	1421	2428	3230	4361	5340	6340	7414	8990
3331200	122	162	225	435	619	893	1140	1404	1695	2138
3331210	150	198	269	504	703	993	1252	1524	1820	2266
3331220	59	78	107	204	287	408	517	631	755	943
3331230	195	254	343	629	870	1218	1526	1849	2199	2724
3331250	186	242	328	604	837	1175	1474	1788	2128	2640
3331270	471	592	769	1308	1738	2344	2870	3407	3982	4828
3331280	156	200	264	465	628	860	1063	1271	1495	1828
3331300	137	176	235	418	570	787	978	1175	1387	1704
3331330	195	254	344	635	880	1236	1551	1882	2242	2782
3331340	759	933	1182	1905	2456	3213	3855	4497	5177	6157
3331360	87	113	153	278	382	531	662	798	945	1164
3331370	47	61	82	150	206	286	356	429	507	624
3331410	371	470	614	1054	1404	1895	2320	2752	3215	3895
3331420	856	1061	1355	2223	2894	3824	4617	5416	6266	7499
3331430	260	337	451	812	1112	1541	1919	2310	2734	3365
3331440	314	405	542	974	1331	1845	2296	2766	3274	4031
3331470	177	233	319	599	840	1193	1509	1842	2206	2757
3331500	27	35	49	93	132	187	238	290	348	435
3331510	143	183	243	430	584	802	993	1190	1402	1716
3331520	75	98	133	247	344	484	608	739	880	1094
3331530	237	306	409	733	999	1379	1712	2056	2427	2978
3331540	254	328	438	785	1071	1479	1837	2207	2606	3200
3331550	211	275	373	689	956	1345	1690	2053	2447	3041
3331560	202	264	358	664	923	1301	1637	1991	2375	2955
3331580	381	491	655	1176	1607	2228	2774	3343	3959	4878
3331590	253	329	444	816	1128	1582	1985	2406	2865	3553
3331600	251	324	433	777	1060	1464	1818	2185	2580	3169
3331620	142	184	246	442	603	832	1031	1238	1460	1790
3331630	155	201	269	483	660	911	1130	1357	1602	1966
3331640	108	141	192	354	490	686	860	1041	1237	1530
3331670	205	262	346	603	808	1095	1343	1596	1866	2262
3331680	371	459	584	947	1224	1604	1925	2246	2585	3074
3331690	695	856	1085	1751	2259	2957	3550	4143	4770	5676
3331700	346	429	548	894	1161	1526	1837	2148	2477	2952
3331740	786	979	1257	2087	2735	3638	4414	5198	6035	7255
3331750	343	437	576	1009	1361	1861	2298	2748	3232	3949
3331760	543	678	872	1453	1907	2539	3082	3630	4215	5066
3331770	236	304	405	723	986	1362	1693	2036	2407	2959
3331800	169	216	286	505	684	937	1159	1387	1632	1995
3331820	166	211	278	483	649	882	1084	1291	1513	1839
3331830	128	163	216	378	510	696	858	1025	1204	1469
3331840	707	882	1135	1892	2486	3319	4035	4763	5539	6674
3331860	153	199	268	491	678	948	1187	1436	1706	2111
3331880	245	310	406	697	926	1243	1515	1790	2082	2509
3331890	507	641	837	1432	1903	2563	3130	3707	4325	5228
3331900	151	197	265	485	668	930	1161	1401	1660	2048
3331910	114	146	194	340	457	620	760	903	1055	1278
3331920	227	294	392	702	956	1319	1636	1964	2317	2841
3331970	1701	2062	2567	4001	5061	6503	7711	8902	10159	11950
3331980	121	155	206	366	498	685	850	1020	1203	1475
3332010	597	753	978	1664	2207	2969	3626	4295	5012	6061
3332030	458	577	751	1279	1696	2280	2783	3295	3842	4642
3332040	473	601	791	1380	1858	2539	3133	3746	4406	5383
3332050	257	329	435	768	1039	1425	1762	2110	2484	3039
3332060	258	331	439	778	1055	1451	1797	2155	2541	3114
3332100	98	126	169	304	416	574	712	855	1008	1237
3332110	106	137	183	324	439	602	743	889	1044	1275
3332120	91	119	163	305	427	604	762	928	1109	1381
3332130	147	189	253	453	617	851	1056	1268	1496	1834
3332140	186	243	329	607	843	1186	1493	1816	2167	2696
3332190	210	270	358	636	864	1191	1478	1776	2097	2575
3332210	129	166	223	400	546	754	936	1123	1325	1625
3332220	196	249	328	567	759	1026	1256	1491	1741	2109
3332250	288	357	455	736	947	1230	1468	1701	1947	2299
3332260	291	377	506	920	1265	1763	2203	2663	3161	3907
3332270	132	172	233	429	595	835	1048	1270	1512	1875
3332290	480	619	827	1496	2058	2876	3605	4369	5201	6452
3332300	115	150	205	382	534	756	954	1163	1390	1733
3332320	45	61	86	171	248	363	467	580	704	895
3332340	146	186	246	427	572	774	947	1123	1310	1585
3332350	328	427	575	1054	1456	2039	2555	3096	3683	4565
3332390	306	387	492	769	958	1210	1397	1588	1786	2050
3332400	302	388	500	805	1017	1304	1522	1746	1979	2295
3332410	268	347	450	732	930	1198	1403	1614	1833	2132
3332430	162	209	271	442	562	726	850	978	1111	1291
3332440	100	129	169	276	351	451	527	604	683	790
3332460	426	531	667	1028	1275	1605	1850	2102	2362	2710
3332470	300	373	470	723	896	1126	1296	1470	1650	1889
3332480	96	121	154	239	295	369	422	476	530	602
3332490	281	350	440	679	841	1057	1217	1380	1549	1773
3332500	139	179	232	376	475	609	709	812	917	1060
3332520	61	79	103	169	214	274	319	365	411	473
3332550	84	109	147	268	368	510	635	765	904	1112
3332570	183	241	330	621	871	1238	1566	1913	2293	2867
3332580	15	20	28	51	71	99	124	149	176	217
3332600	433	557	742	1324	1802	2487	3088	3711	4384	5385
3332610	146	190	257	471	649	906	1132	1367	1621	2001
3332620	165	212	283	502	680	931	1149	1373	1614	1969
3332640	155	203	277	515	718	1011	1272	1546	1844	2293
3332650	97	124	164	287	385	520	637	755	880	1064
3332670	73	94	124	214	286	383	467	551	640	770
3332680	79	102	133	214	270	343	398	454	510	586
3332690	153	196	253	408	515	658	766	877	990	1144
3332750	313	395	513	864	1137	1513	1831	2152	2492	2985
3332800	5928	7094	8703	13218	16486	20941	24652	28287	32136	37572
3332810	210	273	367	668	918	1278	1595	1926	2283	2817
3332820	132	172	232	422	581	807	1007	1214	1437	1770
3332840	271	350	468	840	1147	1586	1971	2369	2800	3440
3332850	682	850	1092	1813	2374	3155	3823	4497	5216	6261
3332860	463	577	742	1232	1611	2136	2584	3034	3513	4207
3332890	375	466	597	979	1272	1673	2013	2352	2711	3230
3332920	492	620	806	1375	1829	2468	3021	3586	4191	5081
3332930	490	618	806	1379	1837	2484	3044	3618	4233	5137
3332940	394	501	659	1147	1542	2105	2595	3101	3644	4449
3332950	188	240	318	558	753	1030	1271	1518	1784	2177
3332960	382	480	624	1060	1405	1887	2303	2726	3178	3839
3332970	157	204	276	506	701	983	1234	1498	1784	2214
3332980	4263	5120	6308	9659	12105	15442	18232	20973	23875	27988
3332990	151	196	262	472	644	889	1104	1326	1565	1920
3333010	296	377	496	860	1151	1559	1911	2270	2654	3218
3333050	773	932	1152	1760	2197	2776	3253	3715	4199	4878
3333070	581	734	958	1640	2182	2942	3599	4267	4984	6035
3333080	192	248	331	594	809	1116	1384	1660	1959	2401
