BIN	Q1_25	Q1_5	Q2	Q5	Q10	Q25	Q50	Q100	Q200	Q500
6600159	16945	19191	22183	29996	35296	42446	48330	53900	59736	67765
6600179	15183	17243	19992	27195	32102	38719	44170	49339	54755	62220
6600180	450	557	712	1180	1557	2089	2555	3032	3543	4297
7035780	13372	15636	18722	27241	33342	41702	48690	55506	62713	72860
7702120	587	730	936	1538	1998	2628	3160	3692	4256	5067
1000320	237	273	318	438	522	632	714	806	888	1018
1000450	3997	4636	5427	7546	9061	11063	12576	14327	15865	18323
1000480	1053	1254	1510	2208	2714	3386	3901	4487	5022	5867
1000620	476	556	658	927	1112	1349	1522	1717	1886	2154
1000660	320	376	448	642	778	951	1081	1226	1354	1557
1000690	394	464	554	795	964	1180	1341	1521	1682	1935
1000710	1714	1951	2241	3005	3528	4191	4677	5234	5704	6463
1000720	708	827	976	1374	1650	2002	2261	2554	2809	3214
1000840	394	486	610	953	1201	1528	1773	2048	2296	2680
1000850	65	80	101	161	205	264	308	357	403	473
1001680	250	289	338	455	530	621	686	747	813	890
1001830	456	550	673	979	1180	1440	1626	1812	2004	2251
1001870	145	176	213	305	364	435	487	536	587	648
1002030	763	920	1128	1715	2149	2750	3214	3700	4229	4941
1002190	787	954	1165	1699	2053	2517	2857	3200	3560	4032
1002790	1075	1295	1580	2364	2940	3712	4305	4982	5601	6570
1002850	1450	1743	2117	3144	3890	4882	5641	6508	7297	8542
1003100	226	275	345	566	756	1042	1292	1588	1899	2391
1003450	121	148	188	316	429	607	769	974	1183	1542
1003760	198	246	308	483	612	783	916	1056	1197	1390
1003920	302	374	468	734	930	1193	1397	1611	1828	2122
1003940	121	152	194	320	416	549	654	766	881	1040
1004030	197	238	290	424	514	630	719	810	900	1021
1004280	379	457	561	854	1074	1374	1611	1879	2138	2540
1004320	12	15	18	28	35	45	54	64	73	87
1004360	9790	11375	13252	17782	20631	24181	26717	29304	31747	34846
1004380	764	930	1140	1713	2123	2666	3088	3526	3970	4565
1004420	432	528	651	993	1241	1569	1824	2089	2357	2715
1004470	9987	11597	13508	18124	21029	24652	27237	29873	32359	35508
1004530	338	419	521	809	1018	1296	1514	1740	1971	2286
1004560	490	586	706	1012	1216	1477	1672	1873	2068	2325
1004740	1684	1937	2252	3086	3669	4415	4969	5603	6150	7033
1004770	120	138	162	226	272	332	377	428	474	545
1004890	3507	3977	4547	6037	7045	8335	9261	10338	11213	12615
1005620	349	422	516	774	960	1204	1390	1599	1790	2089
1005730	176	214	265	404	506	640	742	856	960	1120
1005760	1769	2107	2540	3702	4522	5579	6363	7256	8030	9255
1005870	200	244	303	465	583	739	856	988	1107	1291
1005920	147	184	234	372	471	598	692	796	889	1034
1005950	5504	6554	7868	11375	13787	16840	19066	21616	23760	27197
1006270	2688	3224	3897	5709	6960	8549	9715	11039	12177	13989
1006420	183	222	279	455	605	831	1027	1257	1498	1876
1006490	1102	1313	1612	2520	3289	4422	5380	6537	7635	9387
1006620	549	654	803	1254	1635	2195	2671	3250	3787	4659
1006930	278	341	424	651	812	1018	1171	1341	1493	1729
1006980	140	170	211	323	404	513	594	686	769	897
1007850	44	55	71	115	149	195	233	273	314	372
1007890	157	189	231	347	433	548	636	736	830	975
1007970	95	113	138	204	252	314	361	413	461	534
1008270	56	70	89	143	183	237	278	322	366	427
1008690	1326	1516	1750	2365	2783	3314	3700	4141	4511	5101
1008840	2259	2582	2978	4018	4730	5639	6300	7061	7695	8711
1008880	256	311	384	585	729	917	1059	1217	1360	1583
1008890	262	319	394	600	748	939	1083	1244	1390	1617
1008920	330	407	509	792	998	1271	1478	1711	1923	2252
1008980	283	346	429	659	829	1055	1230	1426	1609	1893
1009080	2712	3264	3958	5833	7129	8772	9980	11350	12529	14410
1009160	377	455	556	834	1033	1292	1486	1704	1900	2205
1009230	10646	12410	14523	19732	23111	27393	30503	33679	36729	40615
1009280	94	117	148	235	300	387	455	527	600	700
1009350	1426	1709	2059	2967	3588	4391	5000	5628	6250	7072
1009459	84	98	117	167	203	253	291	334	375	437
1009630	2249	2563	2952	3984	4715	5664	6376	7197	7908	9054
1009860	531	627	747	1040	1229	1464	1635	1810	1976	2190
1010020	1733	2012	2363	3307	3994	4908	5606	6410	7130	8273
1010130	280	339	415	624	777	982	1139	1316	1479	1729
1010270	133	172	231	415	568	786	977	1175	1389	1707
1010410	903	1090	1356	2114	2688	3476	4145	4812	5515	6528
1010490	90	113	142	225	287	372	440	512	586	688
1010830	149	189	247	422	560	748	909	1072	1244	1495
1010850	604	760	988	1678	2224	2991	3652	4324	5044	6098
1010930	262	335	432	691	871	1114	1297	1485	1679	1943
1010950	1197	1428	1738	2586	3197	4024	4661	5310	6005	6937
1011100	4844	5888	7356	11633	14867	19368	23194	27024	31110	36992
1011252	5846	6989	8564	12973	16155	20485	24087	27611	31339	36598
1011272	213	277	373	678	932	1298	1620	1956	2319	2862
1011281	5886	7050	8654	13166	16438	20901	24621	28269	32133	37593
1011370	300	384	508	894	1209	1659	2052	2458	2895	3545
1011380	2830	3423	4252	6616	8364	10755	12763	14747	16849	19844
1011470	224	282	358	563	704	894	1036	1181	1331	1533
1011570	191	242	312	515	666	877	1041	1215	1398	1651
1011590	137	161	190	259	303	354	390	423	458	498
1011600	299	356	426	596	706	841	938	1030	1128	1246
1011610	1260	1512	1846	2745	3388	4259	4911	5585	6309	7263
1011640	15844	18121	21182	29355	35037	42760	49168	55314	61771	70749
1011680	109	140	186	333	455	631	788	951	1127	1391
1011730	149	182	228	359	456	586	695	801	913	1072
1011860	59	75	100	175	238	327	406	488	575	706
1012070	78	98	126	212	280	374	456	539	626	756
1012100	158	198	256	431	573	772	946	1125	1315	1597
1012120	1534	1719	1962	2540	2902	3361	3727	4055	4392	4842
1012360	1138	1359	1667	2526	3159	4018	4740	5449	6194	7255
1012380	128	163	216	381	517	710	880	1056	1245	1526
1012410	338	417	533	877	1150	1531	1862	2198	2555	3080
1012430	300	374	482	807	1066	1429	1744	2066	2409	2914
1012560	413	530	705	1258	1717	2378	2962	3569	4227	5210
1012590	95	125	170	314	436	611	766	928	1102	1364
1012600	409	525	697	1235	1675	2302	2850	3416	4027	4932
1012610	241	309	409	720	971	1324	1630	1943	2279	2774
1012640	1849	2316	2992	5044	6660	8942	10909	12912	15067	18216
1012771	315	408	548	995	1369	1909	2387	2886	3428	4239
1012880	488	611	790	1331	1761	2364	2885	3417	3985	4820
1013390	111	138	175	284	375	502	611	721	840	998
1013492	4463	5460	6779	10560	13515	17388	20640	23976	27502	32192
1013561	379	465	580	910	1178	1548	1861	2179	2517	2961
1013620	409	504	632	998	1296	1706	2054	2409	2787	3285
1013700	817	1013	1280	2057	2686	3550	4288	5050	5868	6965
1013899	803	971	1211	1935	2542	3434	4192	5175	5989	7407
1014210	135	168	214	349	460	619	754	893	1044	1245
1014450	179	214	263	399	498	628	738	844	954	1110
1014620	95	116	142	211	257	317	361	404	450	507
1014640	69	81	96	130	150	174	190	205	220	237
1014700	1946	3458	5874	17057	29478	53199	78676	110362	151338	221180
1014780	215	262	320	469	568	694	787	876	971	1088
1014910	138	179	241	440	609	854	1072	1300	1548	1921
1014980	135	172	227	395	534	731	905	1084	1277	1563
1015070	1311	1613	2047	3339	4355	5784	7022	8281	9626	11597
1015110	190	239	302	471	586	741	856	975	1097	1262
1015170	42	54	69	109	135	169	194	219	244	277
1015230	1834	2192	2654	3833	4633	5696	6475	7271	8119	9230
1015270	981	1183	1439	2115	2590	3219	3692	4167	4685	5349
1015400	1123	1386	1765	2903	3805	5078	6185	7315	8524	10301
1015610	217	270	340	526	653	823	951	1082	1217	1398
1016130	1071	1320	1644	2515	3126	3961	4594	5252	5953	6903
1016190	735	913	1145	1765	2199	2782	3227	3679	4160	4802
1016310	916	1159	1516	2633	3546	4859	6015	7213	8509	10438
1016440	312	394	503	799	1006	1288	1501	1720	1949	2259
1016672	691	830	1030	1632	2135	2888	3538	4517	5136	6449
1016720	591	712	886	1415	1861	2528	3102	3883	4495	5623
1016760	154	191	245	415	561	781	973	1192	1435	1810
1016990	5575	6322	7231	9633	11316	13519	15145	17051	18641	21200
1017040	540	647	787	1169	1446	1812	2089	2404	2686	3126
1017070	4941	5679	6590	9001	10696	12901	14536	16435	18047	20633
1017100	467	568	701	1068	1334	1686	1954	2257	2532	2961
1017270	690	858	1078	1690	2124	2681	3094	3556	3965	4604
1017300	102	126	158	248	313	397	461	530	594	692
1017330	1296	1562	1905	2840	3507	4375	5027	5766	6424	7460
1017520	452	552	679	1023	1266	1583	1826	2078	2330	2668
1017650	116	145	187	308	411	560	692	830	981	1186
1017730	247	309	401	664	886	1210	1497	1802	2138	2598
1017762	5612	6703	8235	12719	16399	21740	26151	32365	36481	44409
1017840	183	223	281	459	610	833	1024	1244	1476	1833
1017880	245	302	384	639	854	1172	1444	1756	2087	2593
1017920	2385	2987	3903	6518	8679	11753	14495	17462	20741	25332
1017930	1472	1836	2392	3955	5253	7113	8772	10558	12528	15263
1018000	510	650	855	1504	2063	2903	3635	4469	5402	6832
1018400	216	273	358	624	843	1158	1438	1728	2040	2508
1018630	169	205	250	368	448	552	633	717	800	913
1018660	109	134	167	259	326	415	486	559	634	737
1018700	2549	3024	3610	5115	6136	7454	8442	9456	10450	11747
1018780	1357	1723	2256	3920	5341	7455	9272	11348	13599	17035
1019860	2887	3443	4136	5959	7222	8869	10113	11393	12662	14323
1019890	132	164	204	317	400	511	599	691	785	914
1019990	310	374	454	664	809	998	1143	1293	1442	1640
1020000	225	270	325	465	559	679	771	866	959	1083
1020320	2399	2718	3108	4134	4840	5744	6404	7168	7804	8830
1020330	336	400	483	707	867	1073	1227	1400	1554	1795
1020370	11196	12917	15000	20474	24197	28889	32298	36263	39514	44837
1020490	127	152	183	269	331	412	472	540	601	695
1020670	2184	2512	2912	3969	4694	5624	6304	7086	7745	8796
1020730	1751	2056	2441	3471	4197	5147	5852	6661	7364	8472
1020750	77	89	106	149	179	220	250	284	314	362
1020940	11208	13968	18138	30000	39612	52878	64660	77494	91615	111527
1020990	200	256	340	593	809	1132	1423	1736	2088	2583
1021010	12807	15965	20725	34343	45381	60577	74092	88839	105094	128105
1021220	546	633	744	1039	1247	1515	1714	1939	2137	2450
1021230	241	288	350	517	640	801	924	1061	1186	1378
1021300	510	588	685	941	1117	1340	1502	1686	1844	2092
1021330	927	1122	1376	2067	2562	3205	3688	4233	4718	5480
1021720	1109	1327	1607	2319	2803	3436	3899	4364	4860	5495
1021900	288	340	405	576	694	846	960	1072	1193	1344
1021950	240	265	299	379	431	494	538	579	624	675
1022210	268	336	436	753	1030	1452	1825	2256	2742	3499
1022240	2044	2436	2994	4601	5894	7762	9305	11747	12941	15773
1022290	210	252	312	496	653	889	1094	1350	1589	1989
1022550	543	691	908	1593	2182	3068	3839	4718	5695	7195
1022930	299	348	407	552	646	763	847	927	1014	1118
1022990	503	606	737	1065	1282	1561	1763	1964	2176	2445
1023010	1074	1290	1565	2286	2792	3459	3960	4462	5009	5709
1023280	123	156	200	323	414	538	635	735	841	985
1023430	339	414	525	873	1178	1649	2071	2612	3134	4036
1023530	2295	2856	3667	6134	8093	10878	13299	15777	18445	22367
1023580	684	878	1167	2084	2847	3952	4930	5951	7060	8721
1023700	166	212	272	440	559	722	846	974	1108	1289
1023850	259	313	383	576	714	895	1033	1187	1328	1547
1024080	93	120	159	283	386	532	661	794	937	1150
1024090	443	544	687	1100	1416	1847	2214	2579	2965	3522
1024100	1498	1793	2207	3369	4232	5409	6403	7383	8416	9892
1024140	1286	1558	1942	3053	3902	5077	6083	7091	8159	9705
1024230	898	1099	1387	2225	2868	3758	4518	5281	6090	7261
1024240	991	1213	1529	2450	3157	4136	4973	5812	6703	7994
1024260	1525	1860	2336	3725	4790	6269	7535	8806	10157	12115
1024320	2521	2997	3641	5413	6696	8445	9850	11261	12767	14847
1024340	905	1110	1374	2059	2524	3148	3612	4088	4589	5260
1024430	213	266	342	570	752	1005	1225	1448	1686	2034
1024700	1380	1644	1981	2897	3552	4408	5056	5796	6456	7509
1024740	190	233	288	439	547	690	801	917	1033	1191
1024850	96	117	142	207	251	308	352	397	441	502
1024970	149	184	227	359	465	608	726	841	962	1118
1025210	1470	1839	2429	4070	5448	7463	9289	11284	13505	16625
1025250	1401	1800	2398	4227	5766	7987	9977	12154	14593	18076
1025370	117	145	184	306	409	558	686	827	981	1210
1025680	125	200	308	712	1074	1661	2213	2827	3545	4648
1025710	429	496	581	808	971	1188	1353	1541	1711	1981
1025800	335	387	454	636	770	951	1090	1248	1394	1621
1026200	693	804	942	1310	1565	1891	2133	2407	2645	3025
1026350	1282	1513	1806	2587	3132	3830	4345	4930	5436	6239
1026570	100	124	157	253	333	446	544	643	750	892
1026670	222	267	332	532	701	954	1172	1443	1695	2114
1026730	140	167	207	330	434	589	725	899	1051	1315
1026860	160	195	247	414	561	789	994	1240	1511	1949
1026940	101	130	168	272	344	441	515	590	667	771
1026960	860	1107	1478	2672	3677	5147	6459	7838	9343	11609
1027110	759	955	1239	2127	2886	4021	5001	6138	7350	9232
1027160	159	197	251	421	566	781	966	1174	1404	1752
1027250	5811	6428	7147	9044	10316	11943	13103	14477	15560	17343
1027300	523	629	764	1132	1390	1724	1972	2251	2499	2889
1027580	103	126	156	237	296	373	431	496	555	647
1027780	102	128	167	284	379	513	630	751	879	1070
1027810	1469	1665	1926	2566	2979	3509	3935	4325	4726	5267
1028080	196	245	317	534	711	959	1177	1401	1640	1995
1028640	156	204	278	520	725	1023	1289	1567	1871	2328
1028690	61	82	115	228	327	474	605	745	899	1133
1028860	187	234	296	456	562	702	803	906	1011	1148
1028940	991	1186	1447	2150	2653	3332	3837	4362	4922	5660
1029060	2684	3208	3947	6155	7999	10708	12982	15990	18358	22547
1029080	2157	2605	3241	5168	6796	9206	11250	13808	16114	19938
1029340	1130	1296	1503	2052	2435	2929	3296	3715	4078	4657
1029580	512	602	719	1030	1249	1529	1737	1971	2177	2502
1029680	259	310	378	562	695	870	1003	1151	1285	1493
1029760	1508	1798	2170	3171	3877	4784	5457	6222	6889	7947
1030320	83	97	113	150	172	198	215	231	248	267
1030330	230	270	319	442	522	621	694	763	837	928
1030380	543	632	740	1002	1173	1385	1538	1683	1841	2031
1030400	86	108	139	230	300	396	473	554	638	753
1030410	254	316	399	639	818	1059	1247	1444	1646	1920
1030460	64	81	103	170	221	290	345	403	463	545
1030620	281	350	440	679	841	1057	1216	1380	1548	1772
1030630	90	111	138	207	252	309	349	390	431	483
1030790	207	254	316	488	612	775	903	1035	1169	1349
1030820	1271	1501	1786	2501	2976	3582	4030	4490	4933	5507
1030840	254	307	375	552	675	835	958	1085	1212	1382
1030900	436	526	644	968	1209	1534	1785	2071	2335	2746
1030930	658	796	976	1478	1856	2376	2784	3253	3694	4384
1031000	345	428	546	911	1218	1668	2050	2479	2939	3629
1031030	101	125	159	267	360	498	619	759	909	1145
1031112	60	76	98	166	218	291	349	411	476	567
1031802	167	197	236	341	416	514	589	672	748	866
1032012	228	269	322	465	570	710	816	936	1045	1213
1032360	623	756	946	1530	2027	2768	3404	4168	4923	6131
1032370	445	546	692	1141	1521	2083	2564	3128	3702	4601
1032390	394	484	614	1015	1356	1862	2297	2801	3327	4142
1032410	408	509	656	1107	1474	1996	2456	2930	3439	4195
1032750	6	8	10	16	20	26	30	35	40	46
1033762	361	442	548	840	1047	1311	1508	1726	1921	2225
1033792	394	488	614	964	1217	1547	1794	2071	2320	2705
1034071	456	559	695	1070	1336	1680	1936	2223	2479	2879
1034121	228	278	342	519	643	803	923	1055	1175	1363
1034420	256	301	355	484	564	662	731	796	866	948
1034580	2251	2660	3157	4402	5230	6291	7084	7899	8695	9732
1034770	855	1014	1213	1724	2071	2524	2859	3193	3554	4014
1034800	158	194	247	416	566	800	1013	1267	1551	2012
1034880	1139	1358	1670	2589	3345	4449	5376	6728	7576	9306
1034970	2162	2617	3254	5076	6433	8294	9863	11418	13064	15419
1035360	572	719	905	1485	1949	2577	3102	3635	4206	4968
1035400	175	221	284	476	635	860	1053	1252	1468	1761
1035420	382	481	613	1014	1342	1799	2189	2591	3027	3615
1035500	86	109	145	256	348	479	595	715	844	1037
1035620	1014	1192	1437	2098	2572	3204	3730	4238	4767	5512
1035640	64	81	102	161	202	256	297	338	381	439
1035842	204	250	306	450	545	666	754	839	930	1041
1035870	75	89	108	154	184	221	248	273	300	331
1036370	201	240	287	403	477	569	635	697	764	844
1036430	270	322	386	543	646	773	865	953	1046	1160
1037460	273	331	406	613	762	955	1101	1265	1413	1644
1038270	10	12	17	29	40	58	75	92	113	141
1038510	823	999	1229	1860	2317	2919	3375	3893	4360	5093
1038670	218	282	379	680	941	1332	1687	2076	2517	3146
1038840	2461	2967	3618	5412	6739	8535	9926	11528	12994	15306
1038850	476	579	713	1080	1345	1695	1964	2249	2528	2915
1038860	467	576	718	1118	1412	1804	2109	2427	2750	3188
1038970	734	882	1074	1600	1985	2500	2895	3345	3756	4399
1039010	401	482	589	882	1098	1389	1612	1866	2101	2466
1039080	334	402	490	732	911	1149	1332	1540	1732	2032
1039210	1056	1264	1532	2233	2717	3366	3849	4346	4875	5578
1039390	803	946	1128	1618	1969	2434	2787	3188	3550	4117
1039470	156	190	235	360	453	579	676	786	888	1046
1039500	255	308	378	570	711	900	1045	1208	1360	1595
1039630	387	474	590	911	1147	1461	1700	1970	2217	2600
1039750	3830	4439	5190	7203	8642	10540	11974	13635	15090	17418
1039870	443	534	650	971	1202	1508	1742	2005	2246	2626
1040070	1064	1306	1654	2690	3508	4660	5661	6680	7768	9366
1040150	275	337	424	694	922	1259	1546	1871	2219	2746
1040160	310	375	469	754	995	1347	1646	1985	2340	2877
1040180	800	960	1186	1871	2444	3282	3986	4818	5620	6874
1040200	3939	4647	5639	8535	10911	14351	17184	21211	23791	28838
1040230	432	512	626	969	1258	1684	2045	2513	2901	3574
1040330	395	479	586	867	1064	1320	1518	1722	1926	2199
1040430	5674	6715	7999	11335	13619	16577	18785	21051	23280	26167
1040520	72	91	119	210	289	407	512	632	767	977
1040660	6856	8368	10427	16271	20865	26914	32067	37423	43132	50834
1040720	111	141	185	323	442	620	776	953	1151	1455
1040760	214	269	349	601	817	1141	1425	1757	2111	2668
1040840	642	793	1012	1694	2280	3169	3948	4949	5870	7458
1040980	3605	4190	5015	7274	9015	11475	13445	17320	18052	21579
1041020	184	237	316	566	780	1099	1377	1690	2040	2574
1041050	368	466	611	1071	1470	2075	2607	3218	3905	4969
1041080	92	119	158	284	391	551	690	846	1021	1288
1041090	95	123	164	293	404	568	711	872	1052	1325
1041130	1164	1459	1883	3200	4318	5978	7399	9038	10771	13435
1041200	8643	9999	11900	16915	20646	25820	29856	38863	39213	46247
1041240	1304	1658	2172	3779	5152	7197	8955	10957	13145	16475
1041660	263	328	421	700	921	1228	1494	1764	2051	2471
1041670	156	190	233	346	425	528	608	690	771	881
1041680	255	312	384	580	719	902	1045	1192	1341	1542
1041690	1321	1586	1909	2739	3301	4024	4574	5140	5702	6449
1041800	6002	7015	8240	11267	13245	15762	17604	19487	21299	23619
1041860	250	316	413	709	945	1275	1562	1854	2166	2625
1041890	209	268	354	624	845	1160	1437	1724	2032	2490
1041960	511	633	806	1309	1689	2206	2641	3073	3530	4186
1042010	385	499	669	1216	1674	2338	2925	3540	4208	5209
1042120	158	206	277	503	692	962	1200	1447	1715	2114
1042130	97	126	170	309	424	588	731	880	1040	1278
1042170	79	103	135	221	281	360	420	481	544	628
1042330	418	505	616	892	1075	1310	1480	1650	1827	2053
1042750	536	657	832	1351	1766	2350	2861	3383	3939	4761
1042850	186	234	303	511	677	908	1108	1312	1529	1847
1043020	344	417	510	743	896	1092	1233	1373	1519	1703
1043060	828	1000	1223	1789	2168	2666	3028	3395	3779	4278
1043150	206	263	348	612	830	1141	1415	1699	2004	2460
1043220	116	155	214	415	593	856	1095	1350	1631	2061
1043330	1283	1534	1851	2679	3257	4016	4585	5152	5771	6559
1043380	2294	2739	3313	4776	5778	7107	8085	9082	10151	11545
1043440	18951	22424	27105	40054	49444	62440	72994	83608	95044	110960
1043670	122	148	180	261	315	382	431	478	527	587
1044110	668	781	925	1312	1594	1967	2250	2574	2864	3321
1044120	733	856	1014	1439	1748	2158	2470	2826	3146	3650
